,flags,utterance,category,intent,response
17491,BIPLQC,"['id', 'like', 'solve', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17492,BLQC,"['got', 'error', 'message', 'attempted', 'pay', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17493,BILQC,"['problem', 'making', 'payment', 'inform']",PAYMENT,payment_issue,response for payment_issue
17494,BLQC,"['problem', 'trying', 'pay', 'report']",PAYMENT,payment_issue,response for payment_issue
17495,BIMLQD,"['u', 'ask', 'agent', 'inform', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17496,BLD,"['ask', 'agent', 'report', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17497,BIMLQ,"['solve', 'issue', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17498,BILC,"['got', 'error', 'message', 'tried', 'make', 'payment', 'charged', 'anyway']",PAYMENT,payment_issue,response for payment_issue
17499,BILQC,"['problem', 'paying', 'notify']",PAYMENT,payment_issue,response for payment_issue
17500,BMSLQ,"['need', 'help', 'notifying', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17501,BILC,"['got', 'error', 'message', 'attempted', 'pay', 'card', 'charged', 'anyway', 'notify']",PAYMENT,payment_issue,response for payment_issue
17502,BLQZ,"['want', 'solve', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17503,BLC,"['problem', 'paying', 'card', 'want', 'report']",PAYMENT,payment_issue,response for payment_issue
17504,BILQC,"['got', 'error', 'message', 'attempted', 'pay', 'charged', 'anyway', 'notify']",PAYMENT,payment_issue,response for payment_issue
17505,BILQC,"['problem', 'trying', 'pay', 'card', 'report']",PAYMENT,payment_issue,response for payment_issue
17506,BLQC,"['problem', 'trying', 'pay', 'wanna', 'inform']",PAYMENT,payment_issue,response for payment_issue
17507,BILQC,"['issue', 'trying', 'pay', 'order', 'inform']",PAYMENT,payment_issue,response for payment_issue
17508,BILQC,"['problem', 'paying', 'card', 'report']",PAYMENT,payment_issue,response for payment_issue
17509,BILC,"['issue', 'trying', 'pay', 'notify']",PAYMENT,payment_issue,response for payment_issue
17510,BIPLQD,"['please', 'could', 'u', 'ask', 'agent', 'could', 'notify', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17511,BLC,"['issue', 'paying', 'online', 'order', 'inform']",PAYMENT,payment_issue,response for payment_issue
17512,BILQC,"['issue', 'trying', 'pay', 'card', 'inform']",PAYMENT,payment_issue,response for payment_issue
17513,BILC,"['got', 'error', 'message', 'tried', 'make', 'payment', 'card', 'charged', 'anyway', 'help']",PAYMENT,payment_issue,response for payment_issue
17514,BIPMLDW,"['could', 'ask', 'agent', 'could', 'report', 'fucking', 'issue', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17515,BILC,"['issue', 'trying', 'make', 'payment', 'notify']",PAYMENT,payment_issue,response for payment_issue
17516,BILC,"['error', 'pop', 'try', 'make', 'payment', 'online', 'order']",PAYMENT,payment_issue,response for payment_issue
17517,BPQD,"['ask', 'agent', 'could', 'report', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17518,BILCZ,"['pfoblem', 'paying', 'card', 'notify']",PAYMENT,payment_issue,response for payment_issue
17519,BILC,"['got', 'error', 'attempted', 'make', 'payment', 'card', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17520,BPLDW,"['ask', 'agent', 'report', 'fucking', 'problem', 'payment', 'please']",PAYMENT,payment_issue,response for payment_issue
17521,BIML,"['inform', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17522,BILC,"['problem', 'trying', 'pay', 'order', 'inform']",PAYMENT,payment_issue,response for payment_issue
17523,BLQC,"['got', 'error', 'message', 'tried', 'make', 'payment', 'charged', 'anyway', 'want', 'inform']",PAYMENT,payment_issue,response for payment_issue
17524,BILC,"['got', 'error', 'attempted', 'pay', 'charged', 'anyway', 'notify']",PAYMENT,payment_issue,response for payment_issue
17525,BIMQ,"['report', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17526,BILCZ,"['get', 'error', 'message', 'attempt', 'paywith', 'card']",PAYMENT,payment_issue,response for payment_issue
17527,BLD,"['ask', 'agent', 'solve', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17528,BIPLD,"['please', 'ask', 'agent', 'notify', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17529,BILC,"['got', 'error', 'message', 'attempted', 'make', 'payment', 'charged', 'anyway', 'help']",PAYMENT,payment_issue,response for payment_issue
17530,BILC,"['got', 'error', 'tried', 'make', 'payment', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17531,BIPLQD,"['could', 'u', 'ask', 'agent', 'could', 'notify', 'issue', 'making', 'payment', 'please']",PAYMENT,payment_issue,response for payment_issue
17532,BIQC,"['card', 'declined']",PAYMENT,payment_issue,response for payment_issue
17533,BLQD,"['ask', 'agent', 'notify', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17534,BPC,"['issue', 'trying', 'pay', 'want', 'report', 'please']",PAYMENT,payment_issue,response for payment_issue
17535,BL,"['problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17536,BILC,"['get', 'error', 'attempt', 'make', 'payment', 'order']",PAYMENT,payment_issue,response for payment_issue
17537,BILC,"['problem', 'paying', 'inform']",PAYMENT,payment_issue,response for payment_issue
17538,BIC,"['issue', 'paying', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17539,BILQCZ,"['got', 'error', 'tried', 'make', 'payment', 'card', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17540,BILC,"['problem', 'trying', 'pay', 'card', 'report']",PAYMENT,payment_issue,response for payment_issue
17541,BILCZ,"['problem', 'making', 'payment', 'card', 'notify']",PAYMENT,payment_issue,response for payment_issue
17542,BLCZ,"['got', 'error', 'message', 'tried', 'make', 'paymnt', 'charged', 'anyway', 'need', 'help', 'reporting']",PAYMENT,payment_issue,response for payment_issue
17543,BLQZ,"['want', 'inform', 'issue', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17544,BILQC,"['got', 'error', 'message', 'tried', 'make', 'payment', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17545,BILC,"['issue', 'paying', 'card', 'inform']",PAYMENT,payment_issue,response for payment_issue
17546,BPSLQ,"['need', 'help', 'notifying', 'problem', 'payment', 'please']",PAYMENT,payment_issue,response for payment_issue
17547,BILQC,"['got', 'error', 'message', 'tried', 'pay', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17548,BILC,"['problem', 'trying', 'pay', 'online', 'order', 'help']",PAYMENT,payment_issue,response for payment_issue
17549,BLQC,"['got', 'error', 'message', 'attempted', 'make', 'payment', 'card', 'charged', 'anyway', 'wanna', 'inform']",PAYMENT,payment_issue,response for payment_issue
17550,BILC,"['got', 'error', 'message', 'attempted', 'make', 'payment', 'card', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17551,BILC,"['want', 'inform', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17552,BLC,"['got', 'error', 'tried', 'pay', 'charged', 'anyway', 'help', 'inform']",PAYMENT,payment_issue,response for payment_issue
17553,BLC,"['got', 'error', 'tried', 'make', 'payment', 'card', 'charged', 'anyway', 'want', 'inform']",PAYMENT,payment_issue,response for payment_issue
17554,BLQ,"['wanna', 'inform', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17555,BLQCZ,"['problem', 'trying', 'pay', 'want', 'notify']",PAYMENT,payment_issue,response for payment_issue
17556,BLQDW,"['ask', 'agent', 'notify', 'fucking', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17557,BILC,"['got', 'error', 'tried', 'make', 'payment', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17558,BL,"['error', 'message', 'pop', 'try', 'pay']",PAYMENT,payment_issue,response for payment_issue
17559,BIPLQD,"['u', 'ask', 'agent', 'could', 'notify', 'problem', 'payment', 'please']",PAYMENT,payment_issue,response for payment_issue
17560,BIQC,"['issue', 'trying', 'pay', 'order']",PAYMENT,payment_issue,response for payment_issue
17561,BIPLDW,"['please', 'ask', 'agent', 'report', 'fucking', 'issue', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17562,BILQCZ,"['got', 'error', 'message', 'attempted', 'pay', 'charged', 'anyway', 'notify']",PAYMENT,payment_issue,response for payment_issue
17563,BLQC,"['issue', 'paying', 'card', 'inform']",PAYMENT,payment_issue,response for payment_issue
17564,BIL,"['inform', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17565,BILC,"['want', 'notify', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17566,BIML,"['inform', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17567,BLQ,"['problem', 'paying', 'card']",PAYMENT,payment_issue,response for payment_issue
17568,BC,"['issue', 'trying', 'pay', 'order', 'need', 'help', 'reporting']",PAYMENT,payment_issue,response for payment_issue
17569,BILQC,"['problem', 'paying', 'online', 'order', 'notify']",PAYMENT,payment_issue,response for payment_issue
17570,BMLQD,"['ask', 'agent', 'notify', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17571,BLQC,"['problem', 'trying', 'pay', 'help', 'inform']",PAYMENT,payment_issue,response for payment_issue
17572,BML,"['want', 'notify', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17573,BILC,"['problem', 'paying', 'online', 'order', 'inform']",PAYMENT,payment_issue,response for payment_issue
17574,BLQC,"['got', 'error', 'tried', 'pay', 'card', 'charged', 'anyway', 'help', 'notify']",PAYMENT,payment_issue,response for payment_issue
17575,BIPLQD,"['could', 'u', 'ask', 'agent', 'could', 'inform', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17576,BIQCZ,"['issue', 'trying', 'pay', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17577,BMSLZ,"['need', 'help', 'informing', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17578,BLQD,"['ask', 'agent', 'solve', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17579,BLC,"['got', 'error', 'attempted', 'make', 'payment', 'charged', 'anyway', 'need', 'help', 'notifying']",PAYMENT,payment_issue,response for payment_issue
17580,BILQW,"['notify', 'fucking', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17581,BLC,"['got', 'error', 'message', 'tried', 'pay', 'charged', 'anyway', 'help', 'inform']",PAYMENT,payment_issue,response for payment_issue
17582,BL,"['notify', 'issue', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17583,BILQD,"['u', 'ask', 'agent', 'report', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17584,BLC,"['issue', 'making', 'payment', 'card', 'notify']",PAYMENT,payment_issue,response for payment_issue
17585,BILC,"['got', 'error', 'message', 'attempted', 'pay', 'card', 'charged', 'anyway', 'notify']",PAYMENT,payment_issue,response for payment_issue
17586,BILC,"['got', 'error', 'attempted', 'make', 'payment', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17587,BIMLQ,"['notify', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17588,BILC,"['problem', 'paying', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17589,BLQ,"['issue', 'trying', 'make', 'payment']",PAYMENT,payment_issue,response for payment_issue
17590,BILQC,"['problem', 'making', 'payment', 'inform']",PAYMENT,payment_issue,response for payment_issue
17591,BILQ,"['notify', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17592,BS,"['need', 'help', 'reporting', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17593,BLQC,"['problem', 'trying', 'make', 'payment', 'card', 'want', 'inform']",PAYMENT,payment_issue,response for payment_issue
17594,BMSLQ,"['need', 'help', 'notifying', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17595,BLQC,"['got', 'error', 'tried', 'make', 'payment', 'card', 'charged', 'anyway', 'want', 'notify']",PAYMENT,payment_issue,response for payment_issue
17596,BILQC,"['problem', 'trying', 'pay', 'online', 'order', 'inform']",PAYMENT,payment_issue,response for payment_issue
17597,BL,"['solve', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17598,BILQC,"['get', 'error', 'message', 'try', 'make', 'payment', 'order', 'u', 'help']",PAYMENT,payment_issue,response for payment_issue
17599,BIPLQD,"['could', 'u', 'ask', 'agent', 'inform', 'payment', 'issue', 'please']",PAYMENT,payment_issue,response for payment_issue
17600,BILC,"['got', 'error', 'attempted', 'pay', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17601,BIQC,"['issue', 'paying', 'report']",PAYMENT,payment_issue,response for payment_issue
17602,BPMQD,"['ask', 'agent', 'could', 'report', 'payment', 'issue', 'please']",PAYMENT,payment_issue,response for payment_issue
17603,BIPMLQD,"['please', 'could', 'u', 'ask', 'agent', 'report', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17604,BIPLQDW,"['please', 'u', 'ask', 'agent', 'notify', 'fucking', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17605,BILC,"['got', 'error', 'message', 'tried', 'make', 'payment', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17606,BIMLQ,"['notify', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17607,BILQC,"['error', 'pop', 'attempt', 'make', 'payment']",PAYMENT,payment_issue,response for payment_issue
17608,BLQC,"['got', 'error', 'message', 'attempted', 'pay', 'card', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17609,BIPMLDZ,"['please', 'could', 'ask', 'agent', 'solve', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17610,BPMQD,"['ask', 'agent', 'could', 'solve', 'payment', 'issue', 'please']",PAYMENT,payment_issue,response for payment_issue
17611,BLC,"['issue', 'trying', 'pay', 'online', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17612,BPLQD,"['ask', 'agent', 'notify', 'issue', 'making', 'payment', 'please']",PAYMENT,payment_issue,response for payment_issue
17613,BPLDW,"['please', 'ask', 'agent', 'solve', 'fucking', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17614,BI,"['report', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17615,BILC,"['got', 'error', 'message', 'tried', 'make', 'payment', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17616,BILQC,"['got', 'error', 'attempted', 'make', 'payment', 'card', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17617,BLQC,"['got', 'error', 'message', 'attempted', 'make', 'payment', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17618,BILCZ,"['get', 'error', 'message', 'try', 'pay', 'online', 'order']",PAYMENT,payment_issue,response for payment_issue
17619,BLZ,"['inform', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17620,BIQC,"['got', 'error', 'tried', 'pay', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17621,BMLD,"['ask', 'agent', 'inform', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17622,BILCZ,"['got', 'error', 'tried', 'tol', 'pay', 'card', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17623,BL,"['error', 'message', 'pop', 'try', 'pay', 'online', 'order']",PAYMENT,payment_issue,response for payment_issue
17624,BILQC,"['problem', 'trying', 'make', 'payment', 'inform']",PAYMENT,payment_issue,response for payment_issue
17625,BILQC,"['problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17626,BLC,"['issue', 'making', 'payment', 'card', 'notify']",PAYMENT,payment_issue,response for payment_issue
17627,BMLZ,"['toreport', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17628,BIPMD,"['please', 'could', 'ask', 'agent', 'report', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17629,BIMLZ,"['notify', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17630,BILQC,"['problem', 'trying', 'pay', 'online', 'order', 'notify']",PAYMENT,payment_issue,response for payment_issue
17631,BPMLQDW,"['please', 'ask', 'agent', 'report', 'fucking', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17632,BLD,"['ask', 'agent', 'report', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17633,BILC,"['get', 'error', 'message', 'attempt', 'make', 'payment', 'card']",PAYMENT,payment_issue,response for payment_issue
17634,BLZ,"['inform', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17635,BILCZ,"['got', 'error', 'attempted', 'pay', 'card', 'charged', 'anyway', 'shouldi', 'notify']",PAYMENT,payment_issue,response for payment_issue
17636,BQC,"['got', 'error', 'tried', 'pay', 'card', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17637,BIL,"['solve', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17638,BLC,"['problem', 'trying', 'pay', 'online', 'order', 'help', 'notify']",PAYMENT,payment_issue,response for payment_issue
17639,BILC,"['problem', 'trying', 'pay', 'report']",PAYMENT,payment_issue,response for payment_issue
17640,BIMLQD,"['u', 'ask', 'agent', 'inform', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17641,BIQC,"['want', 'solve', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17642,BIPMLQD,"['please', 'could', 'u', 'ask', 'agent', 'report', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17643,BILQC,"['want', 'solve', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17644,BLC,"['issue', 'trying', 'pay', 'online', 'order', 'want', 'report']",PAYMENT,payment_issue,response for payment_issue
17645,BIQC,"['get', 'error', 'try', 'pay']",PAYMENT,payment_issue,response for payment_issue
17646,BLC,"['got', 'error', 'message', 'attempted', 'make', 'payment', 'charged', 'anyway', 'want', 'inform']",PAYMENT,payment_issue,response for payment_issue
17647,BIPLD,"['please', 'ask', 'agent', 'notify', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17648,BILCZ,"['error', 'message', 'pop', 'try', 'make', 'payment']",PAYMENT,payment_issue,response for payment_issue
17649,BMSLQ,"['need', 'help', 'informing', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17650,BILQC,"['problem', 'paying', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17651,BL,"['error', 'pop', 'attempt', 'pay']",PAYMENT,payment_issue,response for payment_issue
17652,BLQC,"['problem', 'trying', 'make', 'payment', 'want', 'inform']",PAYMENT,payment_issue,response for payment_issue
17653,BILCZ,"['got', 'error', 'attempted', 'make', 'payment', 'card', 'charged', 'anyway', 'report', 'ikt']",PAYMENT,payment_issue,response for payment_issue
17654,BML,"['solve', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17655,BILQC,"['get', 'error', 'message', 'attempt', 'pay', 'online', 'order']",PAYMENT,payment_issue,response for payment_issue
17656,BILC,"['got', 'error', 'tried', 'make', 'payment', 'card', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17657,BILCZ,"['gt', 'error', 'message', 'tried', 'pay', 'card', 'charged', 'anyway', 'notify']",PAYMENT,payment_issue,response for payment_issue
17658,BILC,"['problem', 'trying', 'pay', 'online', 'order']",PAYMENT,payment_issue,response for payment_issue
17659,BIC,"['card', 'declined', 'help']",PAYMENT,payment_issue,response for payment_issue
17660,BIMZ,"['report', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17661,BIMLQZ,"['infomr', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17662,BILC,"['error', 'pop', 'attempt', 'make', 'payment', 'help']",PAYMENT,payment_issue,response for payment_issue
17663,BILC,"['want', 'solve', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17664,BPLCZ,"['issue', 'trying', 'pay', ""i'd"", 'like', 'inform', 'please']",PAYMENT,payment_issue,response for payment_issue
17665,BPDZ,"['ask', 'agent', 'report', 'issue', 'sith', 'payment', 'please']",PAYMENT,payment_issue,response for payment_issue
17666,BPMLQDW,"['ask', 'agent', 'notify', 'fucking', 'issue', 'paying', 'please']",PAYMENT,payment_issue,response for payment_issue
17667,BLC,"['got', 'error', 'attempted', 'pay', 'card', 'charged', 'anyway', 'need', 'help', 'notifying']",PAYMENT,payment_issue,response for payment_issue
17668,BILCZ,"['problem', 'trying', 'pay', 'card', 'notify']",PAYMENT,payment_issue,response for payment_issue
17669,BILQC,"['wanna', 'inform', 'payment', 'problem', 'u', 'help']",PAYMENT,payment_issue,response for payment_issue
17670,BLQC,"['problem', 'paying', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17671,BMLQD,"['ask', 'agent', 'notify', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17672,BILQ,"['report', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17673,BMLQ,"['want', 'solve', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17674,BLC,"['problem', 'trying', 'pay', 'card', 'need', 'help', 'notifying']",PAYMENT,payment_issue,response for payment_issue
17675,BLQ,"['error', 'message', 'pop', 'attempt', 'make', 'payment', 'online', 'order']",PAYMENT,payment_issue,response for payment_issue
17676,BILCZ,"['issue', 'trying', 'pay', 'online', 'order', 'oyu', 'notify']",PAYMENT,payment_issue,response for payment_issue
17677,BLCZ,"['got', 'error', 'atempted', 'make', 'payment', 'charged', 'anyway', 'help', 'report']",PAYMENT,payment_issue,response for payment_issue
17678,BILQC,"['get', 'error', 'message', 'attempt', 'pay', 'online', 'order', 'u', 'help']",PAYMENT,payment_issue,response for payment_issue
17679,BLQC,"['got', 'error', 'tried', 'pay', 'charged', 'anyway', 'help', 'notify']",PAYMENT,payment_issue,response for payment_issue
17680,BILQC,"['got', 'error', 'attempted', 'pay', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17681,BLQ,"['error', 'pop', 'attempt', 'pay', 'order']",PAYMENT,payment_issue,response for payment_issue
17682,BIQC,"['got', 'error', 'tried', 'pay', 'card', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17683,BIQC,"['want', 'solve', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17684,BC,"['issue', 'trying', 'pay', 'order', 'help', 'report']",PAYMENT,payment_issue,response for payment_issue
17685,BIC,"['get', 'payment', 'confirmation']",PAYMENT,payment_issue,response for payment_issue
17686,BLQ,"['want', 'inform', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17687,BPLQD,"['ask', 'agent', 'notify', 'issue', 'making', 'payment', 'please']",PAYMENT,payment_issue,response for payment_issue
17688,BLQC,"['got', 'error', 'attempted', 'make', 'payment', 'charged', 'anyway', 'wanna', 'report']",PAYMENT,payment_issue,response for payment_issue
17689,BILQCZ,"['issue', 'making', 'payment', 'card', 'u', 'report']",PAYMENT,payment_issue,response for payment_issue
17690,BILC,"['issue', 'trying', 'pay', 'order', 'inform']",PAYMENT,payment_issue,response for payment_issue
17691,BLQ,"['error', 'pop', 'attempt', 'pay', 'online', 'order']",PAYMENT,payment_issue,response for payment_issue
17692,BILC,"['get', 'error', 'try', 'make', 'payment', 'card', 'help']",PAYMENT,payment_issue,response for payment_issue
17693,BLC,"['issue', 'paying', 'online', 'order', 'help', 'notify']",PAYMENT,payment_issue,response for payment_issue
17694,BIMLQ,"['notify', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17695,BILQCZ,"['got', 'error', 'attempted', 'pay', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17696,BL,"['get', 'error', 'attempt', 'pay']",PAYMENT,payment_issue,response for payment_issue
17697,BILQC,"['problem', 'trying', 'pay', 'inform']",PAYMENT,payment_issue,response for payment_issue
17698,BL,"['get', 'error', 'message', 'attempt', 'make', 'payment', 'online', 'order']",PAYMENT,payment_issue,response for payment_issue
17699,BLC,"['problem', 'paying', 'online', 'order', 'need', 'help', 'reporting']",PAYMENT,payment_issue,response for payment_issue
17700,BILQ,"['inform', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17701,BLC,"['problem', 'trying', 'pay', 'card', 'notify']",PAYMENT,payment_issue,response for payment_issue
17702,BLDZ,"['ask', 'agent', 'inform', 'isue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17703,BIMLQDZ,"['u', 'ask', 'agent', 'inform', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17704,BILC,"['issue', 'trying', 'make', 'payment', 'card', 'report']",PAYMENT,payment_issue,response for payment_issue
17705,BIMQDWZ,"['u', 'ask', 'agent', 'report', 'fucking', 'issueswith', 'payment']",PAYMENT,payment_issue,response for payment_issue
17706,BILCZ,"['got', 'error', 'message', 'attempted', 'pay', 'card', 'charged', 'anyway', 'notify']",PAYMENT,payment_issue,response for payment_issue
17707,BILC,"['issue', 'paying', 'notify']",PAYMENT,payment_issue,response for payment_issue
17708,BLC,"['problem', 'trying', 'pay', 'inform']",PAYMENT,payment_issue,response for payment_issue
17709,BLQC,"['issue', 'trying', 'pay', 'online', 'order', 'want', 'inform']",PAYMENT,payment_issue,response for payment_issue
17710,BIC,"['issue', 'paying', 'report']",PAYMENT,payment_issue,response for payment_issue
17711,BLQC,"['got', 'error', 'message', 'tried', 'pay', 'card', 'charged', 'anyway', 'want', 'report']",PAYMENT,payment_issue,response for payment_issue
17712,BILC,"['problem', 'trying', 'pay', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17713,BILC,"['got', 'error', 'attempted', 'pay', 'charged', 'anyway', 'help']",PAYMENT,payment_issue,response for payment_issue
17714,BILQC,"['wanna', 'notify', 'payment', 'issue', 'u', 'help']",PAYMENT,payment_issue,response for payment_issue
17715,BILC,"['got', 'error', 'message', 'attempted', 'pay', 'charged', 'anyway', 'help']",PAYMENT,payment_issue,response for payment_issue
17716,BILQC,"['payment', 'wont', 'go']",PAYMENT,payment_issue,response for payment_issue
17717,BILC,"['got', 'error', 'message', 'tried', 'make', 'payment', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17718,BILQD,"['u', 'ask', 'agent', 'solve', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17719,BL,"['report', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17720,BILC,"['get', 'error', 'message', 'attempt', 'make', 'payment', 'order', 'help']",PAYMENT,payment_issue,response for payment_issue
17721,BIMQ,"['report', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17722,BLC,"['problem', 'paying', 'order', 'want', 'notify']",PAYMENT,payment_issue,response for payment_issue
17723,BIPMLDZ,"['lpaese', 'could', 'ask', 'agent', 'notify', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17724,BILC,"['got', 'payment', 'validation']",PAYMENT,payment_issue,response for payment_issue
17725,BI,"['report', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17726,BLQC,"['issue', 'paying', 'inform']",PAYMENT,payment_issue,response for payment_issue
17727,BILQC,"['error', 'message', 'pop', 'attempt', 'make', 'payment', 'card']",PAYMENT,payment_issue,response for payment_issue
17728,BILC,"['get', 'error', 'try', 'make', 'payment', 'online', 'order']",PAYMENT,payment_issue,response for payment_issue
17729,BILC,"['problem', 'trying', 'pay', 'order', 'inform']",PAYMENT,payment_issue,response for payment_issue
17730,BLCZ,"['yave', 'issue', 'trying', 'make', 'payment', 'card', 'want', 'notify']",PAYMENT,payment_issue,response for payment_issue
